
45,9,October,25.0,27.777420000000003,2.24,Waikiki
46,10,November,23.9,26.53,1.93,Waikiki
47,11,December,22.8,25.380646,2.7,Waikiki
48,0,January,-0.6,6.3451614,3.15,Wittenoom
49,1,February,-0.3,9.089286,2.52,Wittenoom
50,2,March,2.0,12.904622,2.13,Wittenoom
51,3,April,4.9,18.68,1.65,Wittenoom
52,4,May,7.5,20.554838,2.5,Wittenoom
53,5,June,11.2,23.466667,2.48,Wittenoom
54,6,July,13.6,26.916128000000004,2.93,Wittenoom
55,7,August,14.0,25.387419,2.4,Wittenoom
56,8,September,11.0,23.166666,1.99,Wittenoom
57,9,October,7.2,16.42258,2.76,Wittenoom
58,10,November,4.0,10.489433,2.47,Wittenoom
59,11,December,1.3,8.558084,3.13,Wittenoom
60,0,January,16.8,28.919355,0.88,Cookernup
61,1,February,17.4,28.464214000000002,0.9,Cookernup
62,2,March,16.6,26.802826,1.14,Cookernup
63,3,April,15.2,23.58,1.94,Cookernup
64,4,May,13.3,20.887096,4.49,Cookernup
65,5,June,12.3,18.673334,5.25,Cookernup
66,6,July,11.0,16.884418,7.03,Cookernup
67,7,August,10.8,18.206451,5.62,Cookernup
68,8,September,10.9,18.521704,4.09,Cookernup
69,9,October,12.1,21.431810000000002,1.81,Cookernup
70,10,November,13.6,24.513334,1.73,Cookernup
71,11,December,15.3,27.058064,0.97,Cookernup
72,0,January,16.2,33.648388,0.87,Darkan
73,1,February,16.8,33.162144,0.84,Darkan
74,2,March,15.6,29.548896999999997,0.89,Darkan
75,3,April,13.4,26.073334,0.72,Darkan
76,4,May,9.9,20.919355,1.4,Darkan
77,5,June,7.9,17.636667000000003,2.07,Darkan
78,6,July,6.2,15.550032999999999,2.17,Darkan
79,7,August,5.9,17.580645,2.05,Darkan
80,8,September,6.2,19.439636,1.63,Darkan
81,9,October,8.9,25.72802,0.95,Darkan
82,10,November,12.0,28.323334000000003,1.07,Darkan
83,11,December,14.5,33.37742,0.8,Darkan
84,0,January,24.7,39.70645,2.38,Burges
85,1,February,23.2,36.046715,2.36,Burges
86,2,March,20.7,34.84516,1.52,Burges
87,3,April,16.1,30.695666999999997,0.34,Burges
88,4,May,11.5,24.332258,0.53,Burges
89,5,June,7.9,20.333334,0.18,Burges
90,6,July,8.1,22.680645000000002,0.59,Burges
91,7,August,9.7,26.951612,0.19,Burges
92,8,September,13.6,30.463333000000002,0.54,Burges
93,9,October,17.9,33.687225,0.8,Burges
94,10,November,21.5,36.413334000000006,1.26,Burges
95,11,December,23.7,39.00645,2.25,Burges
96,0,January,19.2,30.942259000000004,1.24,East Victoria Park
97,1,February,19.6,31.85,1.04,East Victoria Park
98,2,March,18.6,30.095384999999997,0.84,East Victoria Park
99,3,April,16.8,26.53,1.47,East Victoria Park
100,4,May,14.0,22.558065,3.23,East Victoria Park
101,5,June,12.3,20.013334,4.3,East Victoria Park
102,6,July,11.2,18.037098,5.1,East Victoria Park
103,7,August,11.0,20.277420000000003,4.44,East Victoria Park
104,8,September,11.3,20.386087,2.94,East Victoria Park
105,9,October,13.1,23.952457,1.36,East Victoria Park
106,10,November,15.3,27.503334000000002,1.57,East Victoria Park
107,11,December,17.6,29.258064,0.9,East Victoria Park
108,0,January,16.2,32.387096,3.03,Shadforth
109,1,February,15.3,29.642857,4.0,Shadforth
110,2,March,13.2,26.387484000000004,3.92,Shadforth
111,3,April,9.4,23.947332,2.28,Shadforth
112,4,May,5.3,15.667742,1.69,Shadforth
113,5,June,3.7,12.863334,2.79,Shadforth
114,6,July,2.6,11.316129,2.32,Shadforth
115,7,August,2.5,12.912903,2.5,Shadforth
116,8,September,4.7,16.613332999999997,2.81,Shadforth
117,9,October,7.5,22.368084,2.96,Shadforth
118,10,November,10.6,24.82,4.49,Shadforth
119,11,December,13.2,30.548388,3.71,Shadforth
120,0,January,24.7,39.70645,2.38,Seville Grove
121,1,February,23.2,36.046715,2.36,Seville Grove
122,2,March,20.7,34.84516,1.52,Seville Grove
123,3,April,16.1,30.695666999999997,0.34,Seville Grove
124,4,May,11.5,24.332258,0.53,Seville Grove
125,5,June,7.9,20.333334,0.18,Seville Grove
126,6,July,8.1,22.680645000000002,0.59,Seville Grove
127,7,August,9.7,26.951612,0.19,Seville Grove
128,8,September,13.6,30.463333000000002,0.54,Seville Grove
129,9,October,17.9,33.687225,0.8,Seville Grove
130,10,November,21.5,36.413334000000006,1.26,Seville Grove
131,11,December,23.7,39.00645,2.25,Seville Grove
132,0,January,16.6,25.516022,0.92,Wilyabrup
133,1,February,17.2,25.409075,1.08,Wilyabrup
134,2,March,16.8,24.05521,1.18,Wilyabrup
135,3,April,15.8,21.789998999999998,1.94,Wilyabrup
136,4,May,14.3,20.609678,4.82,Wilyabrup
137,5,June,13.4,18.463333,6.19,Wilyabrup
138,6,July,12.3,16.870967999999998,6.75,Wilyabrup
139,7,August,12.0,17.241936,5.73,Wilyabrup
140,8,September,12.1,17.754953,3.79,Wilyabrup
141,9,October,12.8,20.007648,1.67,Wilyabrup
142,10,November,13.9,22.623333,1.62,Wilyabrup
143,11,December,15.4,23.335484,0.99,Wilyabrup
144,0,January,24.7,39.70645,2.38,Lake Margarette
145,1,February,23.2,36.046715,2.36,Lake Margarette
146,2,March,20.7,34.84516,1.52,Lake Margarette
147,3,April,16.1,30.695666999999997,0.34,Lake Margarette
148,4,May,11.5,24.332258,0.53,Lake Margarette
149,5,June,7.9,20.333334,0.18,Lake Margarette
150,6,July,8.1,22.680645000000002,0.59,Lake Margarette
151,7,August,9.7,26.951612,0.19,Lake Margarette
152,8,September,13.6,30.463333000000002,0.54,Lake Margarette
153,9,October,17.9,33.687225,0.8,Lake Margarette
154,10,November,21.5,36.413334000000006,1.26,Lake Margarette
155,11,December,23.7,39.00645,2.25,Lake Margarette
156,0,January,20.8,38.764515,1.41,Kondut
157,1,February,21.9,37.278572,0.84,Kondut
158,2,March,19.9,33.187096000000004,1.16,Kondut
159,3,April,16.8,28.886667,0.77,Kondut
160,4,May,12.7,23.680645000000002,1.28,Kondut
161,5,June,10.1,20.63,1.63,Kondut
162,6,July,8.3,17.887096,2.15,Kondut
163,7,August,7.8,20.187098000000002,1.62,Kondut
164,8,September,8.3,23.3,1.01,Kondut
165,9,October,11.9,29.28872,0.78,Kondut
166,10,November,15.8,32.33,0.77,Kondut
167,11,December,18.7,36.687096000000004,0.62,Kondut
168,0,January,24.7,39.70645,2.38,Dixvale
169,1,February,23.2,36.046715,2.36,Dixvale
170,2,March,20.7,34.84516,1.52,Dixvale
171,3,April,16.1,30.695666999999997,0.34,Dixvale
172,4,May,11.5,24.332258,0.53,Dixvale
173,5,June,7.9,20.333334,0.18,Dixvale
174,6,July,8.1,22.680645000000002,0.59,Dixvale
175,7,August,9.7,26.951612,0.19,Dixvale
176,8,September,13.6,30.463333000000002,0.54,Dixvale
177,9,October,17.9,33.687225,0.8,Dixvale
178,10,November,21.5,36.413334000000006,1.26,Dixvale
179,11,December,23.7,39.00645,2.25,Dixvale
180,0,January,24.7,39.70645,2.38,Wilson
181,1,February,23.2,36.046715,2.36,Wilson
182,2,March,20.7,34.84516,1.52,Wilson
183,3,April,16.1,30.695666999999997,0.34,Wilson
184,4,May,11.5,24.332258,0.53,Wilson
185,5,June,7.9,20.333334,0.18,Wilson
186,6,July,8.1,22.680645000000002,0.59,Wilson
187,7,August,9.7,26.951612,0.19,Wilson
188,8,September,13.6,30.463333000000002,0.54,Wilson
189,9,October,17.9,33.687225,0.8,Wilson
190,10,November,21.5,36.413334000000006,1.26,Wilson
191,11,December,23.7,39.00645,2.25,Wilson
192,0,January,24.1,31.068878,13.92,Meda
193,1,February,23.7,30.55862,13.66,Meda
194,2,March,24.1,30.872839000000003,13.28,Meda
195,3,April,24.6,30.559665999999996,5.49,Meda
196,4,May,25.0,30.111871999999998,3.04,Meda
197,5,June,24.2,29.655313,0.65,Meda
198,6,July,23.4,29.46129,0.4,Meda
199,7,August,23.1,30.229033,0.21,Meda
200,8,September,23.5,30.776667,0.69,Meda
201,9,October,24.0,31.651613,2.08,Meda
202,10,November,24.7,32.11,6.26,Meda
203,11,December,24.7,31.648388,11.68,Meda
204,0,January,19.2,30.942259000000004,1.24,Cambridge Gulf
205,1,February,19.6,31.85,1.04,Cambridge Gulf
206,2,March,18.6,30.095384999999997,0.84,Cambridge Gulf
207,3,April,16.8,26.53,1.47,Cambridge Gulf
208,4,May,14.0,22.558065,3.23,Cambridge Gulf
209,5,June,12.3,20.013334,4.3,Cambridge Gulf
210,6,July,11.2,18.037098,5.1,Cambridge Gulf
211,7,August,11.0,20.277420000000003,4.44,Cambridge Gulf
212,8,September,11.3,20.386087,2.94,Cambridge Gulf
213,9,October,13.1,23.952457,1.36,Cambridge Gulf
214,10,November,15.3,27.503334000000002,1.57,Cambridge Gulf
215,11,December,17.6,29.258064,0.9,Cambridge Gulf
216,0,January,16.6,25.516022,0.92,Quindalup
217,1,February,17.2,25.409075,1.08,Quindalup
218,2,March,16.8,24.05521,1.18,Quindalup
219,3,April,15.8,21.789998999999998,1.94,Quindalup
220,4,May,14.3,20.609678,4.82,Quindalup
221,5,June,13.4,18.463333,6.19,Quindalup
222,6,July,12.3,16.870967999999998,6.75,Quindalup
223,7,August,12.0,17.241936,5.73,Quindalup
224,8,September,12.1,17.754953,3.79,Quindalup
225,9,October,12.8,20.007648,1.67,Quindalup
226,10,November,13.9,22.623333,1.62,Quindalup
227,11,December,15.4,23.335484,0.99,Quindalup
228,0,January,19.3,37.22903,1.68,South Tammin
229,1,February,19.8,35.717857,1.07,South Tammin
230,2,March,18.1,31.651613,1.36,South Tammin
231,3,April,15.4,27.8,0.63,South Tammin
232,4,May,11.3,22.274193,1.25,South Tammin
233,5,June,9.0,19.443333,1.23,South Tammin
234,6,July,7.4,17.022581,2.16,South Tammin
235,7,August,7.1,19.3,1.67,South Tammin
236,8,September,7.6,22.45,1.1,South Tammin
237,9,October,11.3,28.328678000000004,1.29,South Tammin
238,10,November,14.9,30.823334000000003,1.15,South Tammin
239,11,December,17.4,36.380646,0.79,South Tammin
240,0,January,19.6,38.590324,0.99,Mogumber
241,1,February,20.7,36.73025,0.73,Mogumber
242,2,March,19.0,33.267246,0.78,Mogumber
243,3,April,16.3,28.806666999999997,0.75,Mogumber
244,4,May,12.4,24.109676,1.52,Mogumber
245,5,June,10.0,21.08,2.01,Mogumber
246,6,July,8.3,18.41587,2.57,Mogumber
247,7,August,7.9,20.067741,2.01,Mogumber
248,8,September,8.2,22.461357,1.13,Mogumber
249,9,October,11.2,28.700174,0.73,Mogumber
250,10,November,14.7,31.96,0.88,Mogumber
251,11,December,17.6,36.396774,0.63,Mogumber
252,0,January,18.6,28.367743,0.96,Coolup
253,1,February,18.9,29.878075,1.05,Coolup
254,2,March,18.2,28.240362,0.79,Coolup
255,3,April,16.6,25.066666,1.34,Coolup
256,4,May,14.3,21.654839000000003,3.76,Coolup
257,5,June,13.0,19.41,5.17,Coolup
258,6,July,11.8,17.518839,5.93,Coolup
259,7,August,11.5,19.009678,5.31,Coolup
260,8,September,11.8,19.207047,3.71,Coolup
261,9,October,13.3,22.268513000000002,1.3,Coolup
262,10,November,15.1,25.263334,1.49,Coolup
263,11,December,17.0,26.941934999999997,0.7,Coolup
264,0,January,19.3,29.965,1.14,Myaree
265,1,February,19.6,31.166496000000002,1.01,Myaree
266,2,March,18.8,29.552732000000002,0.84,Myaree
267,3,April,17.1,26.246665999999998,1.48,Myaree
268,4,May,14.7,22.45484,3.69,Myaree
269,5,June,13.3,19.91,4.66,Myaree
270,6,July,12.2,18.341935999999997,5.41,Myaree
271,7,August,12.1,20.174194,4.76,Myaree
272,8,September,12.4,20.1868,3.17,Myaree
273,9,October,13.9,23.369377,1.22,Myaree
274,10,November,15.8,27.01,1.55,Myaree
275,11,December,17.8,28.07742,0.93,Myaree
276,0,January,24.7,39.70645,2.38,Banksia Grove
277,1,February,23.2,36.046715,2.36,Banksia Grove
278,2,March,20.7,34.84516,1.52,Banksia Grove
279,3,April,16.1,30.695666999999997,0.34,Banksia Grove
280,4,May,11.5,24.332258,0.53,Banksia Grove
281,5,June,7.9,20.333334,0.18,Banksia Grove
282,6,July,8.1,22.680645000000002,0.59,Banksia Grove
283,7,August,9.7,26.951612,0.19,Banksia Grove
284,8,September,13.6,30.463333000000002,0.54,Banksia Grove
285,9,October,17.9,33.687225,0.8,Banksia Grove
286,10,November,21.5,36.413334000000006,1.26,Banksia Grove
287,11,December,23.7,39.00645,2.25,Banksia Grove
288,0,January,16.8,28.919355,0.88,Parkfield
289,1,February,17.4,28.464214000000002,0.9,Parkfield
290,2,March,16.6,26.802826,1.14,Parkfield
291,3,April,15.2,23.58,1.94,Parkfield
292,4,May,13.3,20.887096,4.49,Parkfield
293,5,June,12.3,18.673334,5.25,Parkfield
294,6,July,11.0,16.884418,7.03,Parkfield
295,7,August,10.8,18.206451,5.62,Parkfield
296,8,September,10.9,18.521704,4.09,Parkfield
297,9,October,12.1,21.431810000000002,1.81,Parkfield
298,10,November,13.6,24.513334,1.73,Parkfield
299,11,December,15.3,27.058064,0.97,Parkfield
300,0,January,18.1,25.112904,0.93,Wedge Island
301,1,February,18.2,25.523714000000002,1.09,Wedge Island
302,2,March,17.5,23.509678,1.24,Wedge Island
303,3,April,16.3,21.903000000000002,1.42,Wedge Island
304,4,May,14.5,19.338708999999998,2.06,Wedge Island
305,5,June,12.6,16.64,3.14,Wedge Island
306,6,July,11.6,16.329033,2.69,Wedge Island
307,7,August,11.3,17.151613,2.43,Wedge Island
308,8,September,11.8,18.266666,2.28,Wedge Island
309,9,October,12.9,20.543232,1.42,Wedge Island
310,10,November,14.7,24.353333,1.32,Wedge Island
311,11,December,16.5,24.134197,1.15,Wedge Island
312,0,January,24.7,39.70645,2.38,Womarden
313,1,February,23.2,36.046715,2.36,Womarden
314,2,March,20.7,34.84516,1.52,Womarden
315,3,April,16.1,30.695666999999997,0.34,Womarden
316,4,May,11.5,24.332258,0.53,Womarden
317,5,June,7.9,20.333334,0.18,Womarden
318,6,July,8.1,22.680645000000002,0.59,Womarden
319,7,August,9.7,26.951612,0.19,Womarden
320,8,September,13.6,30.463333000000002,0.54,Womarden
321,9,October,17.9,33.687225,0.8,Womarden
322,10,November,21.5,36.413334000000006,1.26,Womarden
323,11,December,23.7,39.00645,2.25,Womarden
324,0,January,24.7,39.70645,2.38,Cane
325,1,February,23.2,36.046715,2.36,Cane
326,2,March,20.7,34.84516,1.52,Cane
327,3,April,16.1,30.695666999999997,0.34,Cane
328,4,May,11.5,24.332258,0.53,Cane
329,5,June,7.9,20.333334,0.18,Cane
330,6,July,8.1,22.680645000000002,0.59,Cane
331,7,August,9.7,26.951612,0.19,Cane
332,8,September,13.6,30.463333000000002,0.54,Cane
333,9,October,17.9,33.687225,0.8,Cane
334,10,November,21.5,36.413334000000006,1.26,Cane
335,11,December,23.7,39.00645,2.25,Cane
336,0,January,18.3,36.754837,1.21,South Quairading
337,1,February,18.9,35.640537,0.83,South Quairading
338,2,March,16.9,31.84266,0.82,South Quairading
339,3,April,13.9,27.9,0.91,South Quairading
340,4,May,10.1,22.548388,1.61,South Quairading
341,5,June,8.0,19.233334,2.14,South Quairading
342,6,July,6.6,17.300613000000002,2.57,South Quairading
343,7,August,6.0,20.296774,2.16,South Quairading
344,8,September,6.4,21.379720000000002,1.39,South Quairading
345,9,October,9.6,27.461570000000002,1.08,South Quairading
346,10,November,13.4,30.466666999999998,1.14,South Quairading
347,11,December,16.4,36.1,0.81,South Quairading
348,0,January,21.2,38.541934999999995,0.0,Nanga
349,1,February,23.4,40.607143,0.1,Nanga
350,2,March,24.3,41.258064000000005,0.65,Nanga
351,3,April,23.9,40.546665000000004,1.93,Nanga
352,4,May,22.4,37.525806,3.63,Nanga
353,5,June,21.1,36.056329999999996,4.34,Nanga
354,6,July,20.2,32.98387,6.7,Nanga
355,7,August,20.1,31.719355,9.06,Nanga
356,8,September,20.2,32.048668,8.47,Nanga
357,9,October,20.7,33.687096000000004,5.85,Nanga
358,10,November,21.3,37.556667,0.48,Nanga
359,11,December,21.1,37.551613,0.02,Nanga
360,0,January,24.7,39.70645,2.38,Katrine
361,1,February,23.2,36.046715,2.36,Katrine
362,2,March,20.7,34.84516,1.52,Katrine
363,3,April,16.1,30.695666999999997,0.34,Katrine
364,4,May,11.5,24.332258,0.53,Katrine
365,5,June,7.9,20.333334,0.18,Katrine
366,6,July,8.1,22.680645000000002,0.59,Katrine
367,7,August,9.7,26.951612,0.19,Katrine
368,8,September,13.6,30.463333000000002,0.54,Katrine
369,9,October,17.9,33.687225,0.8,Katrine
370,10,November,21.5,36.413334000000006,1.26,Katrine
371,11,December,23.7,39.00645,2.25,Katrine
372,0,January,19.3,37.22903,1.68,Yelbeni
373,1,February,19.8,35.717857,1.07,Yelbeni
374,2,March,18.1,31.651613,1.36,Yelbeni
375,3,April,15.4,27.8,0.63,Yelbeni
376,4,May,11.3,22.274193,1.25,Yelbeni
377,5,June,9.0,19.443333,1.23,Yelbeni
378,6,July,7.4,17.022581,2.16,Yelbeni
379,7,August,7.1,19.3,1.67,Yelbeni
380,8,September,7.6,22.45,1.1,Yelbeni
381,9,October,11.3,28.328678000000004,1.29,Yelbeni
382,10,November,14.9,30.823334000000003,1.15,Yelbeni
383,11,December,17.4,36.380646,0.79,Yelbeni
384,0,January,13.5,29.690323,0.73,Glenlynn
385,1,February,14.2,30.60357,0.71,Glenlynn
386,2,March,13.4,26.578386,1.11,Glenlynn
387,3,April,11.7,23.333334,1.39,Glenlynn
388,4,May,9.1,20.135485,2.93,Glenlynn
389,5,June,7.8,16.536667,3.12,Glenlynn
390,6,July,6.5,14.848386999999999,4.59,Glenlynn
391,7,August,6.3,16.541935000000002,3.74,Glenlynn
392,8,September,6.6,17.736847,3.18,Glenlynn
393,9,October,8.2,22.044874,1.6,Glenlynn
394,10,November,9.9,25.516666,1.39,Glenlynn
395,11,December,12.0,32.129032,0.79,Glenlynn
396,0,January,16.8,28.919355,0.88,Capel River
397,1,February,17.4,28.464214000000002,0.9,Capel River
398,2,March,16.6,26.802826,1.14,Capel River
399,3,April,15.2,23.58,1.94,Capel River
400,4,May,13.3,20.887096,4.49,Capel River
401,5,June,12.3,18.673334,5.25,Capel River
402,6,July,11.0,16.884418,7.03,Capel River
403,7,August,10.8,18.206451,5.62,Capel River
404,8,September,10.9,18.521704,4.09,Capel River
405,9,October,12.1,21.431810000000002,1.81,Capel River
406,10,November,13.6,24.513334,1.73,Capel River
407,11,December,15.3,27.058064,0.97,Capel River
408,0,January,14.0,33.23871,2.15,Fraser Range
409,1,February,13.4,27.886208,3.22,Fraser Range
410,2,March,11.7,26.469582,2.41,Fraser Range
411,3,April,8.3,23.78,1.61,Fraser Range
412,4,May,4.3,16.280645,1.32,Fraser Range
413,5,June,2.7,13.34,2.53,Fraser Range
414,6,July,1.6,11.609677,1.73,Fraser Range
415,7,August,1.7,13.554839000000001,2.52,Fraser Range
416,8,September,3.8,16.92,2.73,Fraser Range
417,9,October,6.3,23.199049,3.09,Fraser Range
418,10,November,9.0,24.33,3.26,Fraser Range
419,11,December,11.5,29.903225,2.79,Fraser Range
420,0,January,21.6,37.867740000000005,1.58,Hay
421,1,February,20.8,35.784893,1.73,Hay
422,2,March,18.0,32.725807,1.57,Hay
423,3,April,13.7,27.45,1.19,Hay
424,4,May,9.6,20.380646,1.09,Hay
425,5,June,6.8,16.353333,1.25,Hay
426,6,July,5.7,15.993548,1.26,Hay
427,7,August,5.5,18.235483,1.4,Hay
428,8,September,7.4,22.3,1.39,Hay
429,9,October,11.4,30.645621999999996,1.27,Hay
430,10,November,16.2,31.366667,1.88,Hay
431,11,December,19.0,33.51613,1.34,Hay
432,0,January,24.7,39.70645,2.38,Kokeby
433,1,February,23.2,36.046715,2.36,Kokeby
434,2,March,20.7,34.84516,1.52,Kokeby
435,3,April,16.1,30.695666999999997,0.34,Kokeby
436,4,May,11.5,24.332258,0.53,Kokeby
437,5,June,7.9,20.333334,0.18,Kokeby
438,6,July,8.1,22.680645000000002,0.59,Kokeby
439,7,August,9.7,26.951612,0.19,Kokeby
440,8,September,13.6,30.463333000000002,0.54,Kokeby
441,9,October,17.9,33.687225,0.8,Kokeby
442,10,November,21.5,36.413334000000006,1.26,Kokeby
443,11,December,23.7,39.00645,2.25,Kokeby
444,0,January,16.6,25.516022,0.92,Naturaliste
445,1,February,17.2,25.409075,1.08,Naturaliste
446,2,March,16.8,24.05521,1.18,Naturaliste
447,3,April,15.8,21.789998999999998,1.94,Naturaliste
448,4,May,14.3,20.609678,4.82,Naturaliste
449,5,June,13.4,18.463333,6.19,Naturaliste
450,6,July,12.3,16.870967999999998,6.75,Naturaliste
451,7,August,12.0,17.241936,5.73,Naturaliste
452,8,September,12.1,17.754953,3.79,Naturaliste
453,9,October,12.8,20.007648,1.67,Naturaliste
454,10,November,13.9,22.623333,1.62,Naturaliste
455,11,December,15.4,23.335484,0.99,Naturaliste
456,0,January,17.9,34.525806,3.55,Singleton
457,1,February,17.4,32.17857,5.18,Singleton
458,2,March,16.3,28.615839,4.59,Singleton
459,3,April,13.4,26.108667,3.02,Singleton
460,4,May,10.1,22.065226000000003,1.69,Singleton
461,5,June,8.3,17.316668,2.86,Singleton
462,6,July,7.2,18.041935000000002,1.42,Singleton
463,7,August,7.5,19.932259,1.96,Singleton
464,8,September,10.1,24.253334,2.17,Singleton
465,9,October,12.0,27.093715999999997,2.84,Singleton
466,10,November,14.5,28.92,4.16,Singleton
467,11,December,16.2,31.409678000000003,3.57,Singleton
468,0,January,1.7,9.774194,8.59,Sunset Beach
469,1,February,1.0,11.523321000000001,6.49,Sunset Beach
470,2,March,2.3,14.022581,6.81,Sunset Beach
471,3,April,4.1,16.1151,4.78,Sunset Beach
472,4,May,6.5,21.580645,3.33,Sunset Beach
473,5,June,8.7,25.573334,2.3,Sunset Beach
474,6,July,11.5,29.293549,0.67,Sunset Beach
475,7,August,12.2,29.141934999999997,1.01,Sunset Beach
476,8,September,10.2,25.04,3.57,Sunset Beach
477,9,October,6.9,17.774193,7.15,Sunset Beach
478,10,November,3.7,12.0,8.37,Sunset Beach
479,11,December,1.3,8.512903,7.63,Sunset Beach
480,0,January,16.6,25.516022,0.92,Anniebrook
481,1,February,17.2,25.409075,1.08,Anniebrook
482,2,March,16.8,24.05521,1.18,Anniebrook
483,3,April,15.8,21.789998999999998,1.94,Anniebrook
484,4,May,14.3,20.609678,4.82,Anniebrook
485,5,June,13.4,18.463333,6.19,Anniebrook
486,6,July,12.3,16.870967999999998,6.75,Anniebrook
487,7,August,12.0,17.241936,5.73,Anniebrook
488,8,September,12.1,17.754953,3.79,Anniebrook
489,9,October,12.8,20.007648,1.67,Anniebrook
490,10,November,13.9,22.623333,1.62,Anniebrook
491,11,December,15.4,23.335484,0.99,Anniebrook
492,0,January,21.6,40.051613,1.36,Arrino
493,1,February,22.7,38.646427,1.06,Arrino
494,2,March,20.7,34.69355,0.92,Arrino
495,3,April,17.5,30.296667,0.82,Arrino
496,4,May,13.3,24.809677,0.94,Arrino
497,5,June,10.6,21.783333,1.15,Arrino
498,6,July,8.8,18.896774,1.56,Arrino
499,7,August,8.6,21.82258,0.97,Arrino
500,8,September,9.3,24.756666,0.59,Arrino
501,9,October,12.7,30.723845,0.51,Arrino
502,10,November,16.3,33.633334999999995,0.68,Arrino
503,11,December,19.2,37.322582000000004,0.97,Arrino
504,0,January,24.7,39.70645,2.38,Mount Erin
505,1,February,23.2,36.046715,2.36,Mount Erin
506,2,March,20.7,34.84516,1.52,Mount Erin
507,3,April,16.1,30.695666999999997,0.34,Mount Erin
508,4,May,11.5,24.332258,0.53,Mount Erin
509,5,June,7.9,20.333334,0.18,Mount Erin
510,6,July,8.1,22.680645000000002,0.59,Mount Erin
511,7,August,9.7,26.951612,0.19,Mount Erin
512,8,September,13.6,30.463333000000002,0.54,Mount Erin
513,9,October,17.9,33.687225,0.8,Mount Erin
514,10,November,21.5,36.413334000000006,1.26,Mount Erin
515,11,December,23.7,39.00645,2.25,Mount Erin
516,0,January,19.2,30.942259000000004,1.24,Torndirrup
517,1,February,19.6,31.85,1.04,Torndirrup
518,2,March,18.6,30.095384999999997,0.84,Torndirrup
519,3,April,16.8,26.53,1.47,Torndirrup
520,4,May,14.0,22.558065,3.23,Torndirrup
521,5,June,12.3,20.013334,4.3,Torndirrup
522,6,July,11.2,18.037098,5.1,Torndirrup
523,7,August,11.0,20.277420000000003,4.44,Torndirrup
524,8,September,11.3,20.386087,2.94,Torndirrup
525,9,October,13.1,23.952457,1.36,Torndirrup
526,10,November,15.3,27.503334000000002,1.57,Torndirrup
527,11,December,17.6,29.258064,0.9,Torndirrup
528,0,January,17.3,27.361290000000004,2.09,Grass Patch
529,1,February,17.8,28.033141999999998,2.05,Grass Patch
530,2,March,17.1,24.76129,1.95,Grass Patch
531,3,April,15.6,23.33,1.39,Grass Patch
532,4,May,13.3,20.209677,2.58,Grass Patch
533,5,June,11.7,18.001333,2.38,Grass Patch
534,6,July,10.7,17.503225,2.97,Grass Patch
535,7,August,10.5,18.025806,3.47,Grass Patch
536,8,September,10.9,18.87724,2.27,Grass Patch
537,9,October,12.5,22.198751,1.92,Grass Patch
538,10,November,14.1,23.776667,2.07,Grass Patch
539,11,December,15.8,25.358065,1.46,Grass Patch
540,0,January,18.6,31.012903,0.9,Highbury
541,1,February,18.5,30.686141999999997,1.21,Highbury
